full_text,filtered,cleaned,tokenize,normalisasi
@bbyyygum @tanyakanrl Oh pasti anak didiknya Nadiem kurikulum MERDEKA gini hasilnya ,oh pasti anak didiknya nadiem kurikulum merdeka gini hasilnya,pasti anak didik nadiem kurikulum merdeka gin hasil,"['pasti', 'anak', 'didik', 'nadiem', 'kurikulum', 'merdeka', 'gin', 'hasil']","['pasti', 'anak', 'didik', 'nadiem', 'kurikulum', 'merdeka', 'gin', 'hasil']"
Saya buka jasa joki pembuatan modul ajar kurikulum merdeka Atau juga bisa yang lebih lengkapnya perangkat ajar 250k udah lengkap dengan bahan ajar/bacaan lkpd soal evaluasi dll tinggal diimplementasikan saja untuk ukin ataupun mengajar yo https://t.co/7q25n8Ynyo,saya buka jasa joki pembuatan modul ajar kurikulum merdeka atau juga bisa yang lebih lengkapnya perangkat ajar k udah lengkap dengan bahan ajar bacaan lkpd soal evaluasi dll tinggal diimplementasikan saja untuk ukin ataupun mengajar yo,saya buka jasa joki buat modul ajar kurikulum merdeka atau bisa lebih lengkap perangkat ajar udah lengkap dengan bahan ajar baca lkpd soal evaluasi tinggal implementasi untuk ukin atau ajar yo,"['saya', 'buka', 'jasa', 'joki', 'buat', 'modul', 'ajar', 'kurikulum', 'merdeka', 'atau', 'bisa', 'lebih', 'lengkap', 'perangkat', 'ajar', 'udah', 'lengkap', 'dengan', 'bahan', 'ajar', 'baca', 'lkpd', 'soal', 'evaluasi', 'tinggal', 'implementasi', 'untuk', 'ukin', 'atau', 'ajar', 'yo']","['aku', 'buka', 'jasa', 'joki', 'buat', 'modul', 'ajar', 'kurikulum', 'merdeka', 'atau', 'bisa', 'lebih', 'lengkap', 'perangkat', 'ajar', 'sudah', 'lengkap', 'dengan', 'bahan', 'ajar', 'baca', 'lkpd', 'soal', 'evaluasi', 'tinggal', 'implementasi', 'untuk', 'ukin', 'atau', 'ajar', 'yo']"
@Balvy_Ajah Iya bener inilah hasil revolusi mental dan kurikulum MERDEKA‼️ ‍️‍️‍️,iya bener inilah hasil revolusi mental dan kurikulum merdeka,iya bener ini hasil revolusi mental kurikulum merdeka,"['iya', 'bener', 'ini', 'hasil', 'revolusi', 'mental', 'kurikulum', 'merdeka']","['iya', 'benar', 'ini', 'hasil', 'revolusi', 'mental', 'kurikulum', 'merdeka']"
@Lone_Lynx_ keren kurikulum merdeka gitu loh. mau bodo bgt kek tetep naik kelas tidur dikelas juga gpp pasti naik kelas ,keren kurikulum merdeka gitu loh mau bodo bgt kek tetep naik kelas tidur dikelas juga gpp pasti naik kelas,keren kurikulum merdeka loh bodo bgt tetep naik kelas tidur kelas gpp pasti naik kelas,"['keren', 'kurikulum', 'merdeka', 'loh', 'bodo', 'bgt', 'tetep', 'naik', 'kelas', 'tidur', 'kelas', 'gpp', 'pasti', 'naik', 'kelas']","['keren', 'kurikulum', 'merdeka', 'loh', 'bodoh', 'sekali', 'tetap', 'naik', 'kelas', 'tidur', 'kelas', 'tidak apa', 'pasti', 'naik', 'kelas']"
@berkasih_m63350 Yg bikin kurikulum kan kaum lu kelewat merdeka jadi gak punya adab kaya lu,yg bikin kurikulum kan kaum lu kelewat merdeka jadi gak punya adab kaya lu,bikin kurikulum kaum lu lewat merdeka jadi gak punya adab kaya lu,"['bikin', 'kurikulum', 'kaum', 'lu', 'lewat', 'merdeka', 'jadi', 'gak', 'punya', 'adab', 'kaya', 'lu']","['bikin', 'kurikulum', 'kaum', 'lu', 'lewat', 'merdeka', 'jadi', 'tidak', 'punya', 'adab', 'seperti', 'lu']"
@tanyakanrl ini hasil karya kurikulum merdeka. semua murid (mau sebodoh/senakal apapun) harus naik kelas/lulus. murid gak menghargai guru (spt sblm thn 2000). makanya banyak anak klas 1 sma tp gak bisa baca &amp; hitung. bener kan ?,ini hasil karya kurikulum merdeka semua murid mau sebodoh senakal apapun harus naik kelas lulus murid gak menghargai guru spt sblm thn makanya banyak anak klas sma tp gak bisa baca amp hitung bener kan,hasil karya kurikulum merdeka semua murid bodoh nakal apa harus naik kelas lulus murid gak harga guru sblm makanya banyak anak klas sma gak bisa baca hitung bener,"['hasil', 'karya', 'kurikulum', 'merdeka', 'semua', 'murid', 'bodoh', 'nakal', 'apa', 'harus', 'naik', 'kelas', 'lulus', 'murid', 'gak', 'harga', 'guru', 'sblm', 'makanya', 'banyak', 'anak', 'klas', 'sma', 'gak', 'bisa', 'baca', 'hitung', 'bener']","['hasil', 'karya', 'kurikulum', 'merdeka', 'semua', 'siswa', 'bodoh', 'nakal', 'apa', 'harus', 'naik', 'kelas', 'lulus', 'siswa', 'tidak', 'harga', 'guru', 'sblm', 'makanya', 'banyak', 'anak', 'klas', 'sma', 'tidak', 'bisa', 'baca', 'hitung', 'benar']"
@Lone_Lynx_ Hasil kurikulum merdeka,hasil kurikulum merdeka,hasil kurikulum merdeka,"['hasil', 'kurikulum', 'merdeka']","['hasil', 'kurikulum', 'merdeka']"
@Lone_Lynx_ Segera rubah kurikulum merdeka yg membuat anak2 ini merdeka berbuat apa saja sesuai pilihan mereka..... ,segera rubah kurikulum merdeka yg membuat anak ini merdeka berbuat apa saja sesuai pilihan mereka,segera rubah kurikulum merdeka buat anak merdeka buat apa sesuai pilih mereka,"['segera', 'rubah', 'kurikulum', 'merdeka', 'buat', 'anak', 'merdeka', 'buat', 'apa', 'sesuai', 'pilih', 'mereka']","['segera', 'rubah', 'kurikulum', 'merdeka', 'buat', 'anak', 'merdeka', 'buat', 'apa', 'sesuai', 'pilih', 'mereka']"
@strootsys Akibat kurikulum merdeka pada ga punya jiwa nasionalisme pada ga punya jiwa sila ke 3,akibat kurikulum merdeka pada ga punya jiwa nasionalisme pada ga punya jiwa sila ke,akibat kurikulum merdeka ga punya jiwa nasionalisme ga punya jiwa sila,"['akibat', 'kurikulum', 'merdeka', 'ga', 'punya', 'jiwa', 'nasionalisme', 'ga', 'punya', 'jiwa', 'sila']","['akibat', 'kurikulum', 'merdeka', 'tidak', 'punya', 'jiwa', 'nasionalisme', 'tidak', 'punya', 'jiwa', 'sila']"
@JakaGolook71 @Mdy_Asmara1701 Yang jadi guru bapak sendiri oke selamat bapak harus belajar kurikulum merdeka ,yang jadi guru bapak sendiri oke selamat bapak harus belajar kurikulum merdeka,jadi guru bapak sendiri oke selamat bapak harus ajar kurikulum merdeka,"['jadi', 'guru', 'bapak', 'sendiri', 'oke', 'selamat', 'bapak', 'harus', 'ajar', 'kurikulum', 'merdeka']","['jadi', 'guru', 'bapak', 'sendiri', 'oke', 'selamat', 'bapak', 'harus', 'ajar', 'kurikulum', 'merdeka']"
hasil kurikulum merdeka gagasan bos ojol,hasil kurikulum merdeka gagasan bos ojol,hasil kurikulum merdeka gagas bos ojol,"['hasil', 'kurikulum', 'merdeka', 'gagas', 'bos', 'ojol']","['hasil', 'kurikulum', 'merdeka', 'gagas', 'bos', 'ojol']"
@PartaiSocmed Lah yg d omongin beliau ini bentuk aplikasi dr kurikulum merdeka belajar tapi kemaren mentriny bnyak yg hujat gegara merdeka belajar,lah yg d omongin beliau ini bentuk aplikasi dr kurikulum merdeka belajar tapi kemaren mentriny bnyak yg hujat gegara merdeka belajar,omongin beliau bentuk aplikasi kurikulum merdeka ajar tapi kemaren mentriny bnyak yg hujat gegara merdeka ajar,"['omongin', 'beliau', 'bentuk', 'aplikasi', 'kurikulum', 'merdeka', 'ajar', 'tapi', 'kemaren', 'mentriny', 'bnyak', 'yg', 'hujat', 'gegara', 'merdeka', 'ajar']","['omongin', 'beliau', 'bentuk', 'aplikasi', 'kurikulum', 'merdeka', 'ajar', 'tapi', 'kemarin', 'mentriny', 'bnyak', 'yang', 'hujat', 'karena', 'merdeka', 'ajar']"
@Lone_Lynx_ Namanya kurikulum merdeka ya merdeka dong mau ngapain juga,namanya kurikulum merdeka ya merdeka dong mau ngapain juga,nama kurikulum merdeka merdeka mau ngapain,"['nama', 'kurikulum', 'merdeka', 'merdeka', 'mau', 'ngapain']","['nama', 'kurikulum', 'merdeka', 'merdeka', 'mau', 'apa']"
Berikut adalah beberapa tahapan perkembangan Kurikulum Pendidikan sejak era kolonial hingga Kurikulum Merdeka (Belajar)yang berlaku saat ini https://t.co/zEhS4GAnVT,berikut adalah beberapa tahapan perkembangan kurikulum pendidikan sejak era kolonial hingga kurikulum merdeka belajar yang berlaku saat ini,ikut adalah beberapa tahap kembang kurikulum didik sejak era kolonial hingga kurikulum merdeka ajar laku saat,"['ikut', 'adalah', 'beberapa', 'tahap', 'kembang', 'kurikulum', 'didik', 'sejak', 'era', 'kolonial', 'hingga', 'kurikulum', 'merdeka', 'ajar', 'laku', 'saat']","['ikut', 'adalah', 'beberapa', 'tahap', 'kembang', 'kurikulum', 'didik', 'sejak', 'era', 'kolonial', 'hingga', 'kurikulum', 'merdeka', 'ajar', 'laku', 'saat']"
Berikut adalah beberapa tahapan perkembangan Kurikulum Pendidikan sejak era kolonial hingga Kurikulum Merdeka (Belajar)yang berlaku saat ini https://t.co/6nrF2oXRTV,berikut adalah beberapa tahapan perkembangan kurikulum pendidikan sejak era kolonial hingga kurikulum merdeka belajar yang berlaku saat ini,ikut adalah beberapa tahap kembang kurikulum didik sejak era kolonial hingga kurikulum merdeka ajar laku saat,"['ikut', 'adalah', 'beberapa', 'tahap', 'kembang', 'kurikulum', 'didik', 'sejak', 'era', 'kolonial', 'hingga', 'kurikulum', 'merdeka', 'ajar', 'laku', 'saat']","['ikut', 'adalah', 'beberapa', 'tahap', 'kembang', 'kurikulum', 'didik', 'sejak', 'era', 'kolonial', 'hingga', 'kurikulum', 'merdeka', 'ajar', 'laku', 'saat']"
@S4N_W1B1 Dampak revolusi mental Dampak kurikulum merdeka ga belajar aja naik klas dan lulus buat apa belajar lbih baik ng****,dampak revolusi mental dampak kurikulum merdeka ga belajar aja naik klas dan lulus buat apa belajar lbih baik ng,dampak revolusi mental dampak kurikulum merdeka ga ajar naik klas lulus apa ajar lbih baik ng,"['dampak', 'revolusi', 'mental', 'dampak', 'kurikulum', 'merdeka', 'ga', 'ajar', 'naik', 'klas', 'lulus', 'apa', 'ajar', 'lbih', 'baik', 'ng']","['dampak', 'revolusi', 'mental', 'dampak', 'kurikulum', 'merdeka', 'tidak', 'ajar', 'naik', 'klas', 'lulus', 'apa', 'ajar', 'lbih', 'baik', 'ng']"
kurikulum merdeka tuh emang cocoknya buat anak kuliahan karena dari sini mereka harus belajar buat mengeksplor lebih tentang pengetahuan mereka sesuai dengan perspektif masing-masing. anak sekolah masih belum bisa menurutku mereka harus dibimbing benar-benar belajarnya.,kurikulum merdeka tuh emang cocoknya buat anak kuliahan karena dari sini mereka harus belajar buat mengeksplor lebih tentang pengetahuan mereka sesuai dengan perspektif masing masing anak sekolah masih belum bisa menurutku mereka harus dibimbing benar benar belajarnya,kurikulum merdeka emang cocok anak kuliah dari sini mereka harus ajar mengeksplor lebih tentang tahu mereka sesuai dengan perspektif masing masing anak sekolah masih belum bisa turut mereka harus bimbing benar benar ajar,"['kurikulum', 'merdeka', 'emang', 'cocok', 'anak', 'kuliah', 'dari', 'sini', 'mereka', 'harus', 'ajar', 'mengeksplor', 'lebih', 'tentang', 'tahu', 'mereka', 'sesuai', 'dengan', 'perspektif', 'masing', 'masing', 'anak', 'sekolah', 'masih', 'belum', 'bisa', 'turut', 'mereka', 'harus', 'bimbing', 'benar', 'benar', 'ajar']","['kurikulum', 'merdeka', 'memang', 'cocok', 'anak', 'kuliah', 'dari', 'sini', 'mereka', 'harus', 'ajar', 'mengeksplor', 'lebih', 'tentang', 'tahu', 'mereka', 'sesuai', 'dengan', 'perspektif', 'masing', 'masing', 'anak', 'sekolah', 'masih', 'belum', 'bisa', 'turut', 'mereka', 'harus', 'bimbing', 'benar', 'benar', 'ajar']"
kurikulum merdeka tuh bagus tapi untuk orang yang memiliki kesadaran belajar ini bener sih. kalau anak yang malas belajar dia akan merasa bebas untuk ga belajar. karena mikirnya toh belajar ga belajar bakalan naik kelas/lulus juga ,kurikulum merdeka tuh bagus tapi untuk orang yang memiliki kesadaran belajar ini bener sih kalau anak yang malas belajar dia akan merasa bebas untuk ga belajar karena mikirnya toh belajar ga belajar bakalan naik kelas lulus juga,kurikulum merdeka bagus tapi untuk orang milik sadar ajar bener kalau anak malas ajar dia akan rasa bebas untuk ga ajar mikirnya ajar ga ajar bakal naik kelas lulus,"['kurikulum', 'merdeka', 'bagus', 'tapi', 'untuk', 'orang', 'milik', 'sadar', 'ajar', 'bener', 'kalau', 'anak', 'malas', 'ajar', 'dia', 'akan', 'rasa', 'bebas', 'untuk', 'ga', 'ajar', 'mikirnya', 'ajar', 'ga', 'ajar', 'bakal', 'naik', 'kelas', 'lulus']","['kurikulum', 'merdeka', 'bagus', 'tapi', 'untuk', 'orang', 'milik', 'sadar', 'ajar', 'benar', 'kalau', 'anak', 'malas', 'ajar', 'dia', 'akan', 'rasa', 'bebas', 'untuk', 'tidak', 'ajar', 'mikirnya', 'ajar', 'tidak', 'ajar', 'akan', 'naik', 'kelas', 'lulus']"
@S4N_W1B1 YG KUDU DISALAHIN ADALAH ....PEMERINTAH TERDAHULU.....tuh MENTERI PENDIDIKAN Tolol yg dulu bkin KURIKULUM MERDEKA .....,yg kudu disalahin adalah pemerintah terdahulu tuh menteri pendidikan tolol yg dulu bkin kurikulum merdeka,kudu disalahin adalah perintah dahulu menteri didik tolol dulu bkin kurikulum merdeka,"['kudu', 'disalahin', 'adalah', 'perintah', 'dahulu', 'menteri', 'didik', 'tolol', 'dulu', 'bkin', 'kurikulum', 'merdeka']","['harus', 'disalahin', 'adalah', 'perintah', 'dahulu', 'menteri', 'didik', 'bodoh', 'dulu', 'bkin', 'kurikulum', 'merdeka']"
Enyahkan kurikulum merdeka. Delay sampe infratruktur negara kita mendukung. Tolong. Plis waras. Tolong. Policy maker. Tolonggggg,enyahkan kurikulum merdeka delay sampe infratruktur negara kita mendukung tolong plis waras tolong policy maker tolonggggg,enyah kurikulum merdeka delay sampe infratruktur negara kita dukung tolong waras tolong policy maker tolonggggg,"['enyah', 'kurikulum', 'merdeka', 'delay', 'sampe', 'infratruktur', 'negara', 'kita', 'dukung', 'tolong', 'waras', 'tolong', 'policy', 'maker', 'tolonggggg']","['enyah', 'kurikulum', 'merdeka', 'delay', 'sampai', 'infratruktur', 'negara', 'kita', 'dukung', 'tolong', 'waras', 'tolong', 'policy', 'maker', 'tolonggggg']"
Program Tahunan (Prota) PJOK Kelas 1 SD/MI Fase A Kurikulum Merdeka #protakelas1 #protapjok #programtahunan #protakurikulummerdeka https://t.co/REHwUr0aBo,program tahunan prota pjok kelas sd mi fase a kurikulum merdeka,program tahun prota pjok kelas sd mi fase a kurikulum merdeka,"['program', 'tahun', 'prota', 'pjok', 'kelas', 'sd', 'mi', 'fase', 'a', 'kurikulum', 'merdeka']","['program', 'tahun', 'prota', 'pjok', 'kelas', 'sd', 'mi', 'fase', 'a', 'kurikulum', 'merdeka']"
@mlvnysf_ @tanyakanrl Produk kurikulum merdeka,produk kurikulum merdeka,produk kurikulum merdeka,"['produk', 'kurikulum', 'merdeka']","['produk', 'kurikulum', 'merdeka']"
@msaid_didu Kyknya makin percaya generasi muda sengaja dibuat tolol mulai dr gembor2 2045 Indonesia emas itu buat mreka trlena sebutan rakyat udah pada pinter biar brenti belajar kritis &amp; ngulik trakhir KURIKULUM MERDEKA BELAJAR.,kyknya makin percaya generasi muda sengaja dibuat tolol mulai dr gembor indonesia emas itu buat mreka trlena sebutan rakyat udah pada pinter biar brenti belajar kritis amp ngulik trakhir kurikulum merdeka belajar,kyknya makin percaya generasi muda sengaja buat tolol mulai gembor indonesia emas itu mreka trlena sebut rakyat udah pinter brenti ajar kritis ngulik trakhir kurikulum merdeka ajar,"['kyknya', 'makin', 'percaya', 'generasi', 'muda', 'sengaja', 'buat', 'tolol', 'mulai', 'gembor', 'indonesia', 'emas', 'itu', 'mreka', 'trlena', 'sebut', 'rakyat', 'udah', 'pinter', 'brenti', 'ajar', 'kritis', 'ngulik', 'trakhir', 'kurikulum', 'merdeka', 'ajar']","['seperti', 'makin', 'percaya', 'generasi', 'muda', 'sengaja', 'buat', 'bodoh', 'mulai', 'gembor', 'indonesia', 'emas', 'itu', 'mreka', 'trlena', 'sebut', 'rakyat', 'sudah', 'pintar', 'brenti', 'ajar', 'kritis', 'ngulik', 'trakhir', 'kurikulum', 'merdeka', 'ajar']"
Kurikulum merdeka itu malah bikin anak berfikir liar cenderung negatif.walaupun pada awalnya utk gali potensi.tetap saja yg namanya anak itu harus di sengker di bimbing di arahkan sampai benar2 mapan.ini yg harus di tinjau ulang CC pa @Abe_Mukti ayah @prabowo,kurikulum merdeka itu malah bikin anak berfikir liar cenderung negatif walaupun pada awalnya utk gali potensi tetap saja yg namanya anak itu harus di sengker di bimbing di arahkan sampai benar mapan ini yg harus di tinjau ulang cc pa ayah,kurikulum merdeka itu malah anak berfikir liar cenderung negatif walaupun awal utk gali potensi tetap yg nama anak itu harus sengker bimbing arah sampai benar mapan yg harus tinjau ulang cc pa ayah,"['kurikulum', 'merdeka', 'itu', 'malah', 'anak', 'berfikir', 'liar', 'cenderung', 'negatif', 'walaupun', 'awal', 'utk', 'gali', 'potensi', 'tetap', 'yg', 'nama', 'anak', 'itu', 'harus', 'sengker', 'bimbing', 'arah', 'sampai', 'benar', 'mapan', 'yg', 'harus', 'tinjau', 'ulang', 'cc', 'pa', 'ayah']","['kurikulum', 'merdeka', 'itu', 'malah', 'anak', 'berfikir', 'liar', 'cenderung', 'negatif', 'walaupun', 'awal', 'untuk', 'gali', 'potensi', 'tetap', 'yang', 'nama', 'anak', 'itu', 'harus', 'sengker', 'bimbing', 'arah', 'sampai', 'benar', 'mapan', 'yang', 'harus', 'tinjau', 'ulang', 'cc', 'bapak', 'bapak']"
@tanyakanrl Sender korban kurikulum merdeka kah?,sender korban kurikulum merdeka kah,sender korban kurikulum merdeka,"['sender', 'korban', 'kurikulum', 'merdeka']","['sender', 'korban', 'kurikulum', 'merdeka']"
@tanyakanrl Kurikulum merdeka,kurikulum merdeka,kurikulum merdeka,"['kurikulum', 'merdeka']","['kurikulum', 'merdeka']"
@akuviiiiii @afrkml Kurikulum merdeka ya?,kurikulum merdeka ya,kurikulum merdeka,"['kurikulum', 'merdeka']","['kurikulum', 'merdeka']"
@Lone_Lynx_ nie lah hasil dari kurikulum merdeka...,nie lah hasil dari kurikulum merdeka,nie hasil kurikulum merdeka,"['nie', 'hasil', 'kurikulum', 'merdeka']","['nie', 'hasil', 'kurikulum', 'merdeka']"
@cilorenaktauu @deristnoor @afrkml Siswa manja korban KTSP dan Kurikulum Merdeka ga diajak. Minum susu dulu sana trus login FF,siswa manja korban ktsp dan kurikulum merdeka ga diajak minum susu dulu sana trus login ff,siswa manja korban ktsp kurikulum merdeka ga ajak minum susu dulu sana trus login ff,"['siswa', 'manja', 'korban', 'ktsp', 'kurikulum', 'merdeka', 'ga', 'ajak', 'minum', 'susu', 'dulu', 'sana', 'trus', 'login', 'ff']","['siswa', 'manja', 'korban', 'ktsp', 'kurikulum', 'merdeka', 'tidak', 'ajak', 'minum', 'susu', 'dulu', 'sana', 'terus', 'masuk', 'ff']"
@beguilingsephia @deristnoor @afrkml Ga jelas buat korban kurikulum merdeka aja kali. Buat korban korban Kurikulum 94 sampai KBK soal kek gini ga ada rumit nya.,ga jelas buat korban kurikulum merdeka aja kali buat korban korban kurikulum sampai kbk soal kek gini ga ada rumit nya,ga jelas korban kurikulum merdeka kali korban korban kurikulum sampai kbk soal gin ga ada rumit,"['ga', 'jelas', 'korban', 'kurikulum', 'merdeka', 'kali', 'korban', 'korban', 'kurikulum', 'sampai', 'kbk', 'soal', 'gin', 'ga', 'ada', 'rumit']","['tidak', 'jelas', 'korban', 'kurikulum', 'merdeka', 'kali', 'korban', 'korban', 'kurikulum', 'sampai', 'kbk', 'soal', 'gin', 'tidak', 'ada', 'rumit']"
@berkasih_m63350 Knp nggak menyalahkan pak Nadiem sang Mentri pendidikan pada jaman Jokowi kan yang mensahkan undang-undang kurikulum merdeka itu pak Nadiem,knp nggak menyalahkan pak nadiem sang mentri pendidikan pada jaman jokowi kan yang mensahkan undang undang kurikulum merdeka itu pak nadiem,knp nggak salah pak nadiem sang tri didik jaman jokowi yang sah undang undang kurikulum merdeka itu pak nadiem,"['knp', 'nggak', 'salah', 'pak', 'nadiem', 'sang', 'tri', 'didik', 'jaman', 'jokowi', 'yang', 'sah', 'undang', 'undang', 'kurikulum', 'merdeka', 'itu', 'pak', 'nadiem']","['kenapa', 'tidak', 'salah', 'bapak', 'nadiem', 'sang', 'tri', 'didik', 'zaman', 'jokowi', 'yang', 'sah', 'undang', 'undang', 'kurikulum', 'merdeka', 'itu', 'bapak', 'nadiem']"
Apakah ini hasil dari kurikulum merdeka,apakah ini hasil dari kurikulum merdeka,apakah hasil kurikulum merdeka,"['apakah', 'hasil', 'kurikulum', 'merdeka']","['apakah', 'hasil', 'kurikulum', 'merdeka']"
@goatmessi_king @weazez @idextratime @diarioas Idiot pelatih club suruh ga ngampas di negara. Contoh nyata produk gagal kurikulum merdeka ,idiot pelatih club suruh ga ngampas di negara contoh nyata produk gagal kurikulum merdeka,idiot latih club suruh ga ngampas negara contoh nyata produk gagal kurikulum merdeka,"['idiot', 'latih', 'club', 'suruh', 'ga', 'ngampas', 'negara', 'contoh', 'nyata', 'produk', 'gagal', 'kurikulum', 'merdeka']","['idiot', 'latih', 'club', 'suruh', 'tidak', 'ngampas', 'negara', 'contoh', 'nyata', 'produk', 'gagal', 'kurikulum', 'merdeka']"
@S4N_W1B1 Hasil Program RePolusi Mental Kurikulum Merdeka?,hasil program repolusi mental kurikulum merdeka,hasil program repolusi mental kurikulum merdeka,"['hasil', 'program', 'repolusi', 'mental', 'kurikulum', 'merdeka']","['hasil', 'program', 'repolusi', 'mental', 'kurikulum', 'merdeka']"
@berkasih_m63350 HASIL KURIKULUM MERDEKA ALA BARAT ,hasil kurikulum merdeka ala barat,hasil kurikulum merdeka ala barat,"['hasil', 'kurikulum', 'merdeka', 'ala', 'barat']","['hasil', 'kurikulum', 'merdeka', 'ala', 'barat']"
